ORGNR;KOMNR;GARDSNR;BRUKSNR;FESTENR;ID;KOORDSYS;NORD;OST;ORGNR_1
"215160912";"5036";43;1;0;53979;25832;7052405;586835;"313219321"
"215161072";"5036";43;1;0;53979;25832;7052405;586835;"310136328"
"215161102";"5054";227;2;0;53996;25832;7063384;581219;"310839337"
"215161242";"5054";229;1;0;53997;25832;7063125;581340;"312825511"
"215161382";"5054";230;1;0;54000;25832;7063791;582211;"312181053"
"215161412";"5054";230;1;0;54000;25832;7063791;582211;"312181053"
"215161552";"5054";230;2;0;54001;25832;7062748;581716;"312181053"
"215161692";"5054";230;4;0;54003;25832;7062507;581504;"313287807"
"215161722";"5054";231;3;0;54006;25832;7062719;580242;"310569941"
"215161862";"5054";231;5;0;54007;25832;7064011;580495;"310844829"
"215162052";"5054";232;1;0;54008;25832;7061914;580787;"313725936"
"215162192";"5054";234;1;0;54012;25832;7062162;580997;"313783383"
"215162222";"5025";132;626;0;49878;25832;6925611;647343;"211175532"
"215162362";"5025";153;1;0;49883;25832;6938799;616920;"310276510"
"215162532";"5026";61;5;0;49887;25832;6962494;620255;"310890804"
"215162672";"5026";61;5;0;49887;25832;6962494;620255;"313790886"
"215162702";"5059";51;6;0;49892;25832;7008032;539739;"310548510"
"215162842";"5059";53;4;0;49899;25832;7008675;540675;"314055861"
"215162982";"5059";54;1;0;49900;25832;7008582;541216;"310578878"
"215163172";"5026";30;4;0;49904;25832;6970451;617508;"310267058"
"215163202";"5026";34;1;0;49908;25832;6970248;617541;"313777596"
"215163342";"5026";42;1;0;49916;25832;6968804;619294;"313047512"
"215163512";"5025";132;262;0;49918;25832;6956291;640581;"310769312"
"215163652";"5025";132;264;0;49920;25832;6953510;637850;"210074422"
"215163792";"5025";132;265;0;49921;25832;6952890;636911;"310813389"
"215163822";"5025";132;266;0;49922;25832;6952710;636097;"312567903"
"215163962";"5025";132;266;0;49922;25832;6952710;636097;"311811738"
"215164012";"5059";77;21;0;49926;25832;7004414;538466;"311744410"
"215164152";"5026";11;1;0;49945;25832;6970785;615077;"312458195"
"215164292";"5026";15;3;0;49954;25832;6970188;615753;"212259772"
"215164322";"5026";17;1;0;49956;25832;6970837;615842;"212259772"
"215164462";"5026";17;8;0;49957;25832;6969675;613295;"311780832"
"215164632";"5026";19;1;0;49959;25832;6970704;616393;"310996408"
"215164772";"5028";235;1;0;51180;25832;6996079;562344;"310760129"
"215164942";"5028";236;4;0;51183;25832;6997621;561522;"212932582"
"215165272";"5028";260;2;0;51195;25832;7003160;563823;"212490822"
"215165302";"5028";260;3;0;51196;25832;7004336;564212;"312553104"
"215165442";"5028";263;1;0;51201;25832;7006049;565267;"313701786"
"215165582";"5028";263;2;0;51202;25832;7005152;564266;"310911690"
"215165612";"5029";5;1;0;51213;25832;7020234;558728;"313278824"
"215165752";"5028";245;5;0;51221;25832;6994592;553776;"312229285"
"215165892";"5029";26;1;0;51229;25832;7014130;558970;"310412376"
"215165922";"5029";26;1;0;51229;25832;7014130;558970;"313254909"
"215166082";"5029";27;1;0;51230;25832;7015586;559194;"310755524"
"215166112";"5029";29;1;0;51232;25832;7017993;558817;"312712113"
"215166252";"5029";30;1;0;51235;25832;7018627;558967;"312712113"
"215166392";"5029";30;4;0;51236;25832;7018397;559225;"313169170"
"215166422";"5029";30;4;0;51236;25832;7018397;559225;"312204150"
"215166732";"5029";32;1;0;51239;25832;7019289;558173;"313959457"
"215166872";"5029";34;2;0;51241;25832;7019649;557610;"312977591"
"215166902";"5029";40;1;0;51243;25832;7018609;555552;"313109232"
"215167062";"5029";41;1;0;51245;25832;7018371;554993;"310257613"
"215167232";"5029";8;1;0;51246;25832;7020537;558990;"313075087"
"215167372";"5028";256;12;0;51248;25832;7000633;561837;"213111272"
"215167402";"5028";257;1;0;51251;25832;7001248;562344;"310868841"
"215167542";"5028";257;4;0;51252;25832;7001392;562344;"313021750"
"215167682";"5028";257;7;0;51253;25832;7001576;561846;"310518131"
"215167712";"5028";258;1;0;51254;25832;7001566;562448;"210100482"
"215167852";"5028";258;2;0;51255;25832;7001814;562552;"310354066"
"215168042";"5028";259;1;0;51257;25832;7001854;562631;"213705512"
"215168182";"5054";282;1;0;52561;25832;7061689;578311;"313745163"
"215168352";"5054";286;1;0;52567;25832;7061253;578439;"212721212"
"215168492";"5054";287;2;0;52568;25832;7059664;578082;"310919586"
"215168662";"3216";36;1;0;204373;25832;6611962;595173;"310165905"
"215168832";"3216";101;1;0;204374;25832;6605845;601514;"312747634"
"215168972";"3216";101;1;0;204374;25832;6605845;601514;"313950662"
"215169022";"3238";85;2;0;204376;25832;6669414;612111;"311069446"
"215169162";"4202";62;2;0;204379;25832;6472755;480413;"310655783"
"215169332";"4646";117;1;0;204381;25832;6796042;315946;"311152955"
"215169472";"5601";8;8;0;204386;25835;7778636;327282;"313404161"
"215169642";"1103";142;1;0;205670;25832;6556670;318034;"311734458"
"215169782";"1103";154;2;0;205672;25832;6570783;322628;"212888052"
"215169812";"1103";167;2;0;205674;25832;6572403;318415;"313384861"
"215169952";"1121";8;2;0;205675;25832;6510701;307654;"312183161"
"215170012";"1121";8;2;0;205675;25832;6510701;307654;"310321028"
"215170152";"1121";46;39;0;205676;25832;6509116;313269;"312645874"
"215170292";"1121";60;7;0;205677;25832;6510571;309667;"312405067"
"215170322";"1103";113;5;0;205678;25832;6562798;318612;"312439093"
"215170462";"1103";114;1;5;205680;25832;6563046;319056;"312257394"
"215170632";"1103";115;1;0;205681;25832;6563908;318104;"310866814"
"215170772";"1119";48;1;0;205682;25832;6504552;310029;"310987999"
"215170802";"1119";49;1;0;205683;25832;6503876;309444;"313364860"
"215170942";"1579";92;7;0;205684;25832;6977834;403723;"210344772"
"215171132";"1579";96;10;0;205685;25832;6977215;402909;"313810062"
"215171272";"1579";51;1;0;205686;25832;6971218;411040;"312799243"
"215171302";"1579";51;1;0;205686;25832;6971218;411040;"313591182"
"215171442";"1579";54;1;0;205687;25832;6968809;408598;"313831884"
"215171582";"1579";69;15;0;205688;25832;6965092;408919;"313578542"
"215171612";"1579";79;10;0;205689;25832;6980462;407761;"312280981"
"215171752";"1579";82;1;0;205690;25832;6985101;410858;"312948168"
"215171892";"1525";9;2;0;205691;25832;6909508;401028;"313260879"
"215171922";"1525";9;6;0;205692;25832;6909590;401136;"312736721"
"215172112";"4016";62;11;0;240770;25832;6564149;483996;"310775622"
"215172252";"1525";62;2;0;205695;25832;6883384;392088;"310385492"
"215172392";"1525";69;3;0;205696;25832;6878043;396323;"312563797"
"215172422";"1525";72;1;0;205697;25832;6881248;392451;"313858707"
"215172732";"1525";77;1;0;205698;25832;6881970;384670;"312462192"
"215172872";"1525";86;2;0;205699;25832;6884442;385148;"310170534"
"215172902";"1525";93;1;0;205700;25832;6889259;391630;"310946036"
"215173062";"1579";13;65;0;205701;25832;6970975;400925;"310028886"
"215173232";"5046";100;1;0;205702;25832;7172453;658189;"310329614"
"215173402";"5046";81;3;0;205704;25832;7182639;657528;"312729490"
"215173542";"5046";88;3;0;205705;25832;7169441;657720;"312943220"
"215173682";"5046";88;4;0;205706;25832;7169477;657763;"313532852"
"215173712";"5046";95;1;0;205708;25832;7169609;656175;"314195000"
"215173992";"5007";149;1;0;205710;25832;7126699;606579;"313377695"
"215174042";"5007";152;1;0;205711;25832;7133460;606921;"313896420"
"215174182";"5046";77;2;0;205713;25832;7182097;659980;"311790501"
"215174212";"5036";59;2;0;205714;25832;7053532;591432;"312477041"
"215174352";"1813";208;2;0;205716;25833;7238712;396697;"310442046"
"215174492";"1813";12;2;0;205720;25833;7248609;384140;"312607883"
"215174522";"1813";74;5;0;205721;25833;7254493;371898;"310311111"
"215174662";"1813";75;9;0;205722;25833;7254436;368473;"312865300"
"215174832";"1813";78;7;0;205723;25833;7261036;376038;"313231275"
"215174972";"1813";83;1;0;205724;25833;7268672;377064;"311107380"
"215175022";"1813";90;27;0;205727;25833;7259118;365836;"310432741"
"215175162";"1871";27;1;0;205728;25833;7667809;539168;"311023438"
"215175332";"1813";173;1;0;205729;25833;7252626;391995;"310194573"
"215175472";"5512";167;48;0;205730;25833;7606503;551424;"311765612"
"215175502";"1838";72;41;0;205733;25833;7446737;460285;"311731823"
"215175642";"1813";93;1;0;205737;25833;7263514;367021;"310657859"
"215176142";"5510";45;5;0;205739;25833;7618067;555439;"310812269"
"215176282";"5528";31;3;0;205742;25833;7660810;599960;"314132564"
"215176312";"5518";70;11;0;205750;25833;7631089;611076;"310599999"
"215176452";"3447";80;7;0;207050;25832;6712267;573371;"310155829"
"215176592";"3447";33;1;0;207056;25832;6738330;572658;"313570622"
"215176622";"3447";49;1;0;207057;25832;6728816;579078;"313694534"
"215176762";"3447";62;2;0;207058;25832;6723253;579190;"313484106"
"215177092";"3448";46;6;0;207059;25832;6759202;555127;"314093747"
"215177122";"3448";48;1;0;207060;25832;6759933;557583;"312785706"
"215177262";"3433";176;1;0;207061;25832;6863577;439566;"312236591"
"215177432";"3434";75;1;0;207062;25832;6858753;473008;"313701085"
"215177572";"3434";104;1;0;207064;25832;6848532;469633;"310924601"
"215177602";"3435";7;1;0;207065;25832;6856277;514921;"312461641"
"215177742";"3433";25;1;0;207067;25832;6860873;462489;"313045404"
"215177882";"3433";36;1;0;207068;25832;6861759;464747;"313121070"
"215177912";"3433";75;1;0;207069;25832;6860671;471984;"311082272"
"215178102";"3431";5;1;0;207077;25832;6882305;505585;"311688979"
"215178242";"3431";35;4;0;207078;25832;6875544;511850;"311099868"
"215178382";"3433";147;2;0;207079;25832;6864208;454232;"310299685"
"215178412";"3439";65;1;0;207081;25832;6819537;562341;"313603482"
"215178552";"3436";251;6;0;207082;25832;6826822;537981;"310380989"
"215178692";"3436";261;3;0;207083;25832;6827554;540596;"312586983"
"215178722";"3436";352;1;0;207084;25832;6836906;533834;"313086313"
"215178862";"3442";94;80;0;207087;25832;6730015;601831;"210830812"
"215179052";"3442";41;1;0;207088;25832;6722026;604512;"313696812"
"215179192";"3440";58;1;0;207089;25832;6795841;571343;"313191400"
"215179222";"3440";64;1;0;207090;25832;6794160;573471;"310518395"
"215179362";"3903";306;1;0;207093;25832;6603704;569205;"310251445"
"215179532";"3903";356;5;0;207094;25832;6610060;568743;"310028568"
"215179672";"3903";361;1;0;207095;25832;6611465;567890;"310759716"
"215179702";"3903";361;1;0;207095;25832;6611465;567890;"311684868"
"215179842";"3903";361;1;0;207095;25832;6611465;567890;"310905763"
"215179982";"3903";394;1;0;207096;25832;6610731;569687;"312203405"
"215180042";"3903";420;1;0;207097;25832;6604768;570598;"310534072"
"215180182";"3903";420;1;0;207097;25832;6604768;570598;"313759741"
"215180212";"3903";441;1;0;207098;25832;6600419;576485;"313855066"
"215180352";"4036";154;1;0;207100;25832;6615557;453588;"310383333"
"215180492";"4036";154;1;0;207100;25832;6615557;453588;"310069086"
"215180522";"4036";82;1;0;207101;25832;6620179;430048;"313295168"
"215180662";"4034";26;1;0;207102;25832;6591002;443845;"313648222"
"215180972";"4034";141;1;0;207104;25832;6584028;446319;"313033538"
"215181162";"4036";79;1;0;207105;25832;6619874;430212;"310865516"
"215181332";"4003";208;1;0;207108;25832;6557067;528875;"310409960"
"215181472";"4003";16;2;0;207110;25832;6571725;530908;"312786796"
"215181502";"4003";63;21;0;207111;25832;6562415;536377;"313414515"
"215181642";"4003";63;21;0;207111;25832;6562415;536377;"310468886"
"215181782";"4003";65;55;0;207112;25832;6560253;537236;"313381714"
"215181812";"4020";179;5;0;207115;25832;6583716;511835;"313391752"
"215182002";"4020";186;11;0;207116;25832;6586665;508767;"213150022"
"215182142";"4016";58;5;0;207118;25832;6713260;663799;"310991961"
"215182312";"4225";434;3;0;207119;25832;6466148;406478;"310941530"
"215182452";"4228";39;6;0;207123;25832;6510944;368865;"212868302"
"215182592";"4228";41;7;0;207124;25832;6513711;371091;"314169646"
"215182622";"4228";63;6;0;207126;25832;6495434;364854;"314169646"
"215182762";"4227";122;12;0;207127;25832;6464065;378599;"314169646"
"215182932";"4227";142;1;0;207128;25832;6476813;378350;"314169646"
"215183092";"4227";176;2;0;207129;25832;6485862;381656;"314169646"
"215183122";"4228";3;6;0;207130;25832;6536965;380861;"314169646"
"215183262";"4228";3;11;0;207131;25832;6537053;380880;"314169646"
"215183432";"4225";486;1;0;207132;25832;6468054;407419;"314169646"
"215183572";"1149";140;7;0;207133;25832;6590582;286926;"310855286"
"215183602";"1160";33;4;0;207134;25832;6599991;320640;"313861112"
"215183742";"1160";102;2;0;207135;25832;6594056;315189;"211170972"
"215183882";"4036";2;1;0;208531;25832;6596178;441486;"313716651"
"215183912";"4036";5;1;0;208532;25832;6600807;439129;"314197542"
"215184072";"4036";57;1;0;208534;25832;6608959;437400;"313971287"
"215184102";"4036";67;8;0;208536;25832;6610333;432109;"313196828"
"215184242";"4228";22;8;0;208539;25832;6521167;370971;"310230952"
"215184382";"4228";30;1;0;208540;25832;6505205;363574;"313710297"
"215184412";"1146";68;6;0;208551;25832;6588767;296219;"210073132"
"215184552";"1120";7;1;0;208552;25832;6522686;307752;"210914722"
"215184692";"1120";51;23;0;208556;25832;6524775;301710;"310234575"
"215184722";"5029";21;1;0;51285;25832;7016429;559980;"313614719"
"215184862";"5029";21;1;0;51285;25832;7016429;559980;"312638509"
"215185052";"5029";21;2;0;51286;25832;7016622;559866;"212877662"
"215185192";"5029";112;2;0;51293;25832;7023019;549300;"311778722"
"215185222";"5029";130;2;0;51294;25832;7022242;549570;"313281574"
"215185362";"5029";149;1;0;51295;25832;7021556;553181;"312544997"
"215185532";"5029";151;1;0;51304;25832;7021492;552764;"313938085"
"215185672";"5029";154;1;0;51308;25832;7019261;553057;"310334863"
"215185842";"5029";155;5;0;51311;25832;7018840;552837;"313886026"
"215185982";"5029";159;1;0;51314;25832;7017984;551935;"311759833"
"215186032";"5029";161;1;0;51319;25832;7017516;551911;"314163435"
"215186202";"5029";162;1;0;51320;25832;7017204;551971;"310606081"
"215186342";"5029";108;1;0;51325;25832;7022666;546377;"313810399"
"215186482";"5029";111;1;0;51327;25832;7024380;549375;"310483168"
"215186512";"5029";112;1;0;51328;25832;7022921;549220;"313566536"
"215186652";"5029";169;1;0;51331;25832;7020339;553740;"314161475"
"215186822";"5049";13;6;0;52641;25832;7154480;593517;"313437701"
"215186962";"5049";13;8;0;52643;25832;7154070;591185;"312637928"
"215187012";"5054";305;1;0;52645;25832;7050112;569796;"313297381"
"215187152";"5054";309;1;0;52650;25832;7050263;567152;"310006351"
"215187292";"5054";310;1;0;52651;25832;7048406;564671;"313188027"
"215187322";"5035";108;24;0;52655;25832;7037699;599336;"310398039"
"215187462";"5035";135;1;0;52676;25832;7037684;602959;"310202304"
"215187632";"5035";135;2;0;52677;25832;7039024;602570;"310400041"
"215187802";"5035";77;1;0;52683;25832;7040860;588986;"313790436"
"215187942";"5035";77;3;0;52685;25832;7040837;589087;"313912221"
"215188272";"5035";77;5;0;52687;25832;7041324;590472;"312548240"
"215188302";"5035";78;1;0;52688;25832;7040013;590126;"311706799"
"215188442";"5035";80;1;0;52689;25832;7044929;591942;"310791245"
"215188582";"5035";285;3;0;52695;25832;7039953;605080;"311793403"
"215188612";"5007";46;3;0;52701;25832;7163260;601980;"310129348"
"215188752";"5035";35;2;0;52703;25832;7042426;591114;"312874326"
"215188892";"5035";36;1;0;52705;25832;7042162;592565;"313388956"
"215188922";"5035";37;2;0;52706;25832;7042577;591939;"310348309"
"215189252";"5035";39;1;0;52708;25832;7043366;590545;"313809315"
"215189392";"5035";39;2;0;52709;25832;7043630;590579;"313300722"
"215189422";"5035";40;2;0;52711;25832;7043949;591161;"313058921"
"215189732";"5035";44;1;0;52715;25832;7045535;592500;"313912426"
"215189872";"5054";237;1;0;54135;25832;7062475;582658;"313527077"
"215189902";"5054";244;5;0;54150;25832;7066046;587700;"312798069"
"215190072";"5054";246;1;0;54152;25832;7065954;587882;"312990059"
"215190102";"5054";269;4;0;54165;25832;7063297;579339;"310847380"
"215190242";"5054";271;1;0;54169;25832;7062096;579227;"310727334"
"215190382";"5054";273;2;0;54173;25832;7061611;579824;"211695862"
"215190412";"5054";275;2;0;54177;25832;7061988;580339;"313525791"
"215190692";"5041";65;2;0;54192;25832;7123601;661314;"313773388"
"215190722";"5026";25;1;0;49964;25832;6970235;616868;"313364097"
"215190862";"5059";134;3;0;49974;25832;7009739;539000;"311818635"
"215191052";"5026";130;2;0;49986;25832;6966083;611974;"311122118"
"215191192";"5026";132;1;0;49989;25832;6964447;611401;"314042379"
"215191222";"5026";133;1;0;49990;25832;6964369;611370;"310363715"
"215191362";"5026";48;1;0;49996;25832;6968311;619404;"311768506"
"215191532";"5026";52;7;0;50000;25832;6967958;619724;"310762199"
"215191672";"5026";57;1;0;50003;25832;6966253;619889;"313210057"
"215191702";"5026";179;1;0;50020;25832;6982426;602117;"313041271"
"215191842";"5026";182;1;0;50021;25832;6982263;603250;"310416312"
"215191982";"5026";184;1;0;50022;25832;6981362;604577;"313561720"
"215192032";"5026";186;1;0;50025;25832;6980953;604914;"312156318"
"215192172";"5026";188;2;0;50028;25832;6980680;605595;"312168359"
"215192202";"5026";191;1;0;50033;25832;6980623;605842;"310438537"
"215192342";"5026";192;4;0;50035;25832;6979805;606880;"312538261"
"215192482";"5059";197;2;0;50045;25832;7013684;537874;"310903698"
"215192512";"5029";170;2;0;51346;25832;7020928;553528;"313140962"
"215192652";"5029";172;2;0;51351;25832;7020584;554219;"213431102"
"215192792";"5029";173;1;0;51352;25832;7021771;553846;"313832104"
"215192962";"5029";177;2;0;51356;25832;7021600;554719;"313320219"
"215193012";"5029";177;3;0;51357;25832;7021624;554643;"314041305"
"215193152";"5029";177;4;0;51358;25832;7021348;554771;"312491958"
"215193292";"5029";180;3;0;51362;25832;7021703;556579;"313557952"
"215193322";"5025";132;472;0;51375;25832;6925939;647025;"312418207"
"215193462";"5025";132;305;0;51390;25832;6947403;632431;"314175840"
"215193632";"1135";36;11;0;208557;25832;6616942;353157;"310020389"
"215193772";"4650";102;3;0;208559;25832;6847373;365246;"310423106"
"215193802";"4650";20;2;0;208562;25832;6840281;337323;"311107631"
"215193942";"4650";69;9;0;208564;25832;6853443;351678;"214118912"
"215194132";"4640";40;2;0;208566;25832;6794647;394236;"313709019"
"215194272";"4647";528;1;0;208568;25832;6831180;338022;"311106406"
"215194302";"1557";41;9;0;208569;25832;6974500;432431;"312967073"
"215194442";"1557";51;7;0;208570;25832;6978110;434710;"314038207"
"215194582";"5001";178;1;0;208579;25832;7025292;565962;"311168797"
"215194612";"5014";41;3;0;208585;25832;7074139;489856;"311168797"
"215194752";"5021";50;2;0;208589;25832;6933504;532022;"310906336"
"215194892";"5038";271;1;0;208590;25832;7072124;622359;"310870188"
"215194922";"5006";183;1;0;208592;25832;7104439;627820;"312631121"
"215195082";"5035";297;5;0;208594;25832;7041406;610879;"311763873"
"215195422";"5532";16;7;0;208601;25833;7695347;678613;"313663760"
"215195562";"5532";43;12;0;208603;25833;7680213;662052;"213711512"
"215195732";"3116";72;1;0;208610;25832;6601052;622520;"313092062"
"215195872";"3228";174;12;0;208613;25832;6664723;636730;"313626482"
"215195902";"4601";22;1;0;204211;25832;6695523;294734;"311031139"
"215196062";"4601";22;2;0;204212;25832;6694989;295441;"311144480"
"215196232";"4601";26;8;0;204223;25832;6696665;296493;"313221784"
"215196372";"4601";1;1;0;204243;25832;6697120;303795;"312432455"
"215196402";"5036";71;1;0;52833;25832;7051108;586877;"312946742"
"215196542";"5036";78;23;0;52843;25832;7053329;585328;"310019623"
"215196682";"5036";81;1;0;52850;25832;7051515;585738;"310727075"
"215196712";"5036";82;1;0;52857;25832;7051097;584946;"310970999"
"215196852";"5036";82;2;0;52858;25832;7050892;584628;"310614807"
"215196992";"5036";87;2;0;52872;25832;7050520;583662;"314218353"
"215197042";"5036";90;1;0;52881;25832;7049825;584446;"310201065"
"215197182";"5036";90;1;0;52881;25832;7049825;584446;"311816381"
"215197212";"5036";93;4;0;52890;25832;7049705;585261;"313880699"
"215197352";"5036";95;2;0;52895;25832;7049251;584625;"313928942"
"215197492";"5036";98;2;0;52897;25832;7049087;583710;"313238369"
"215197522";"5036";98;8;0;52900;25832;7049135;583793;"311728261"
"215197662";"4601";16;1;0;204245;25832;6695571;297681;"313518213"
"215197832";"4601";16;1;0;204245;25832;6695571;297681;"313685934"
"215197972";"4601";2;5;0;204250;25832;6696719;303704;"312761955"
"215198022";"4601";7;38;0;204274;25832;6695891;300377;"313296261"
"215198162";"4601";8;2;0;204276;25832;6693419;299241;"313507580"
"215198332";"1149";69;64;0;238962;25832;0;0;"313824314"
"215198472";"3105";1146;1;0;204285;25832;6564167;619564;"310018740"
"215198502";"3112";30;7;0;204289;25832;6581555;605272;"313918491"
"215198642";"3112";30;7;0;204289;25832;6581555;605272;"312221314"
"215198812";"3328";47;5;0;204292;25832;6725246;476477;"313559351"
"215198952";"3442";53;7;0;204296;25832;6725052;605751;"313192830"
"215199002";"5528";18;25;0;205752;25833;7654812;599691;"313960056"
"215199142";"4626";13;3;0;205755;25832;6692827;275564;"212765252"
"215199282";"4631";437;3;0;205758;25832;6732435;282243;"314062604"
"215199312";"4632";129;3;0;205759;25832;6746599;283438;"314152646"
"215199452";"3105";1015;2;0;205762;25832;6565305;621819;"312786389"
"215199592";"3105";1034;3;0;205763;25832;6568079;622403;"314112687"
"215199622";"3105";1040;1;0;205764;25832;6568982;623127;"310534838"
"215199762";"3105";1040;1;0;205764;25832;6568982;623127;"312237016"
"215199932";"3105";1047;3;0;205765;25832;6572509;621756;"213709372"
"215200132";"3105";1047;3;0;205765;25832;6572509;621756;"312427907"
"215200272";"3105";1102;1;0;205766;25832;6564624;627153;"214148552"
"215200302";"3105";1102;1;0;205766;25832;6564624;627153;"310820946"
"215200442";"3207";7;2;0;205767;25832;6617924;604510;"313635686"
"215200582";"3224";80;1;0;205769;25832;6637716;617831;"310299642"
"215200612";"3238";148;1;0;205777;25832;6680686;611748;"313617408"
"215200752";"0301";13;1;0;205778;25832;6649362;590779;"310080527"
"215200892";"0301";61;5;0;205779;25832;6651163;597857;"313748901"
"215200922";"3224";93;1;0;205781;25832;6641314;618341;"311711237"
"215201082";"3230";10;6;0;205783;25832;6663732;616968;"311711237"
"215201112";"3228";107;8;0;205785;25832;6680765;637535;"311711237"
"215201252";"3228";146;1;0;205786;25832;6672045;638350;"311711237"
"215201392";"3228";216;1;0;205788;25832;6661665;631903;"211822392"
"215201562";"3446";9;1;0;205796;25832;6709818;570790;"313296946"
"215201732";"3447";25;1;0;205798;25832;6744533;571168;"313874788"
"215201872";"3447";27;14;0;205799;25832;6739140;568703;"312203251"
"215201902";"3433";24;8;0;205804;25832;6859470;463384;"314019849"
"215202062";"3907";243;1;0;205806;25832;6574073;565013;"312176394"
"215202232";"3907";249;2;0;205807;25832;6575175;562721;"313670015"
"215202372";"4646";105;1;0;205809;25832;6801738;304949;"310857386"
"215202402";"4646";120;1;0;205810;25832;6795065;320466;"313164233"
"215202542";"4646";126;4;0;205811;25832;6793642;317076;"310867055"
"215202682";"4646";135;5;0;205812;25832;6794035;308393;"310709905"
"215202712";"4646";56;3;0;205813;25832;6809180;312101;"313002446"
"215202852";"4646";92;4;0;205815;25832;6803540;305339;"312940175"
"215202992";"4646";93;3;0;205816;25832;6804642;305021;"212235792"
"215203042";"5060";113;3;0;205827;25832;7206588;626064;"313699986"
"215203182";"5060";1;7;0;205831;25832;7198810;611596;"213282182"
"215203212";"5054";306;1;0;205834;25832;7050324;569238;"313915956"
"215203352";"5007";134;10;0;205835;25832;7117343;610622;"312596636"
"215203492";"5007";157;4;0;205836;25832;7132797;608158;"312172259"
"215203522";"5043";66;20;0;205837;25832;7177078;699486;"310291587"
"215203662";"5054";211;1;0;205839;25832;7065560;580999;"310145955"
"215203972";"1160";147;1;0;207136;25832;6601653;302282;"310626899"
"215204022";"1149";48;15;0;207137;25832;6564507;287343;"311008110"
"215204162";"1149";50;4;0;207138;25832;6563155;287902;"210960902"
"215204332";"4651";110;2;0;207143;25832;6849405;384358;"210048502"
"215204472";"4639";97;30;0;207144;25832;6783392;372788;"314152921"
"215204502";"1577";205;1;0;207145;25832;6873985;370148;"313432173"
"215204642";"4651";126;11;0;207146;25832;6859357;375462;"310754110"
"215204782";"4651";128;7;0;207147;25832;6858686;373915;"313789063"
"215204812";"4651";133;3;0;207148;25832;6860538;369863;"311101080"
"215205002";"4651";164;1;0;207149;25832;6858374;360290;"314120027"
"215205142";"1577";195;1;0;207150;25832;6876719;376951;"310698032"
"215205282";"4651";75;1;0;207153;25832;6856292;393453;"313406008"
"215205312";"4651";96;3;0;207154;25832;6849091;384817;"311170465"
"215205452";"4651";96;8;0;207155;25832;6849010;385205;"310717568"
"215205592";"4639";64;12;0;207156;25832;6768158;358555;"313737403"
"215205622";"4639";166;2;0;207158;25832;6778473;380280;"313458415"
"215205762";"4640";1;1;0;207159;25832;6787683;399124;"310744344"
"215205932";"4640";1;1;0;207159;25832;6787683;399124;"313239527"
"215206092";"4640";23;43;0;207160;25832;6790154;396490;"312935147"
"215206122";"4640";25;1;0;207161;25832;6790600;396465;"210277552"
"215206262";"4640";25;3;0;207162;25832;6790663;396693;"313349004"
"215206432";"4640";27;2;0;207163;25832;6790223;395858;"311699156"
"215206572";"4640";27;2;0;207163;25832;6790223;395858;"210633472"
"215206602";"4640";69;4;0;207165;25832;6786118;393584;"312736888"
"215206882";"4640";98;2;0;207166;25832;6786876;405515;"310319929"
"215207072";"5033";191;1;0;207169;25832;6977442;646206;"212238902"
"215207102";"5029";175;1;0;207170;25832;7021398;554276;"310167541"
"215207242";"5032";35;4;0;207172;25832;7015991;605436;"211728752"
"215207382";"5022";148;8;0;207179;25832;6976252;539084;"313436500"
"215207412";"5022";161;1;0;207180;25832;6980345;539209;"312484854"
"215207552";"5057";3;4;0;207181;25832;7078920;533123;"312233401"
"215207692";"5032";149;1;0;207182;25832;7009133;597931;"310956686"
"215207722";"5026";77;1;0;207183;25832;6965862;619041;"313122859"
"215207862";"5026";77;1;0;207183;25832;6965862;619041;"310051802"
"215208052";"1848";6;4;0;58342;25833;7513621;491706;"310897116"
"215208192";"1848";10;2;0;58353;25833;7512814;495255;"310721158"
"215208222";"1848";10;8;0;58357;25833;7513025;495377;"313191192"
"215208362";"1848";18;1;0;58375;25833;7517549;507470;"310839175"
"215208532";"1845";66;18;0;59779;25833;7484875;520232;"314115848"
"215208672";"1804";52;1;0;55784;25833;7467596;484969;"311695320"
"215208702";"1804";55;4;0;55789;25833;7463611;482827;"314124960"
"215208842";"1832";160;1;0;55797;25833;7310993;472428;"311713825"
"215208982";"1832";140;4;0;55810;25833;7327863;453605;"310358711"
"215209032";"1832";142;1;0;55815;25833;7329085;450061;"313516237"
"215209172";"1832";143;3;0;55819;25833;7329580;449305;"314017129"
"215209202";"1832";144;2;0;55822;25833;7329757;448225;"210231382"
"215209342";"1832";147;1;0;55827;25833;7330689;446856;"311069721"
"215209482";"1833";36;1;0;55836;25833;7357192;472623;"313154947"
"215209512";"1832";151;2;0;55838;25833;7306244;442831;"313703576"
"215209652";"1832";153;4;0;55843;25833;7302538;448621;"313334872"
"215209792";"1832";153;5;0;55844;25833;7301453;449964;"310780405"
"215209822";"1832";153;6;0;55845;25833;7297885;452164;"312528290"
"215209962";"1838";2;5;0;57003;25833;7425796;444986;"212672742"
"215210022";"1838";2;6;0;57004;25833;7425793;444801;"313888924"
"215210162";"1838";3;10;0;57017;25833;7427810;448234;"312997932"
"215210332";"1824";20;4;0;57024;25833;7296195;418205;"313581861"
"215210472";"1838";9;2;0;57043;25833;7432460;455212;"314227859"
"215210502";"1838";10;1;0;57045;25833;7432208;455276;"313046338"
