soeknads_aar,statsforvalter,saksbehandlende_kommune,orgnr,komnr,gardsnr,bruksnr,festenr,miljoetema,tiltak,tiltaksklasse,sats,enhet,antall,beloep,aktivitetsomraade
2024,Innlandet,3430,999562914,3430,131,17,0,Utslipp til luft,Nedlegging av husdyrgjødsel,Nedmolding innen 2 timer i åpen åker,90,DEKAR,10,900,Miljøvennlig spredning av husdyrgjødsel
2024,Innlandet,3405,999562477,3405,28,1,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,125,DEKAR,43,5375,Regionalt prioriterte kulturlandskap
2024,Innlandet,3405,999562477,3405,28,1,0,Avrenning til vann,Ingen jordarbeiding om høsten,Erosjonsklasse 1, prioriterte områder,182,DEKAR,27,4914,Avrenning
2024,Innlandet,3405,999562477,3405,28,1,0,Avrenning til vann,Ingen jordarbeiding om høsten,Erosjonsklasse 2, prioriterte områder,237,DEKAR,1,237,Avrenning
2024,Innlandet,3405,999562477,3405,28,1,0,Avrenning til vann,Ingen jordarbeiding om høsten,Erosjonsklasse 1, med dråg, prioriterte områder,212,DEKAR,135,28620,Avrenning
2024,Vestland,4622,999562159,4622,110,1,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,464,DEKAR,15,6960,Regionalt prioriterte kulturlandskap
2024,Vestland,4622,999562159,4622,110,1,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:3,729,DEKAR,7,5103,Regionalt prioriterte kulturlandskap
2024,Vestland,4640,999560016,4640,81,6,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,464,DEKAR,12,5568,Regionalt prioriterte kulturlandskap
2024,Vestland,4640,999560016,4640,81,6,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:3,729,DEKAR,3,2187,Regionalt prioriterte kulturlandskap
2024,Trøndelag,5020,999558399,5020,19,2,0,Biologisk mangfold,Skjøtsel av biologisk verdifulle arealer,Beiting,137,DEKAR,115,15755,Prioriterte naturverdier
2024,Østfold Buskerud Oslo og Akershus,3314,999556973,3314,17,2,0,Avrenning til vann,Ingen jordarbeiding om høsten,Erosjonsklasse 1, prioriterte områder,120,DEKAR,15,1800,Avrenning
2024,Østfold Buskerud Oslo og Akershus,3314,999556973,3314,17,2,0,Avrenning til vann,Ingen jordarbeiding om høsten,Erosjonsklasse 2, prioriterte områder,120,DEKAR,15,1800,Avrenning
2024,Østfold Buskerud Oslo og Akershus,3314,999556973,3314,17,2,0,Avrenning til vann,Ingen jordarbeiding om høsten,Erosjonsklasse 1, med dråg, prioriterte områder,120,DEKAR,67,8040,Avrenning
2024,Østfold Buskerud Oslo og Akershus,3314,999556973,3314,17,2,0,Avrenning til vann,Ingen jordarbeiding om høsten,Erosjonsklasse 2, med dråg, prioriterte områder,210,DEKAR,5,1050,Avrenning
2024,Østfold Buskerud Oslo og Akershus,3314,999556973,3314,17,2,0,Avrenning til vann,Grasdekt kantsone i åker, korn m.m.,Prioriterte områder,21,METER,425,8925,Avrenning
2024,Østfold Buskerud Oslo og Akershus,3314,999556973,3314,17,2,0,Avrenning til vann,Fangdam,Prioriterte områder,755,DEKAR,7,5285,Avrenning
2024,Trøndelag,5034,999556396,5034,18,2,0,Kulturlandskap,Beiting av verdifulle jordbrukslandskap i innmark,Beiting av verdifulle jordbrukslandskap i innmark,180,DEKAR,10,1800,Regionalt prioriterte kulturlandskap
2024,Trøndelag,5034,999556396,5034,18,2,0,Biologisk mangfold,Skjøtsel av biologisk verdifulle arealer,Beiting,137,DEKAR,52,7124,Prioriterte naturverdier
2024,Trøndelag,5034,999556396,5034,18,2,0,Utslipp til luft,Nedlegging av husdyrgjødsel,Voksende kultur,69,DEKAR,313,21597,Miljøvennlig spredning av husdyrgjødsel
2024,Trøndelag,5034,999556396,5034,18,2,0,Utslipp til luft,Spredning av husdyrgjødsel med tilførselsslange,Bruk av tilførselsslange,59,DEKAR,312,18408,Miljøvennlig spredning av husdyrgjødsel
2024,Vestland,4640,999556388,,,,,Kulturlandskap,Drift av beitelag,Småfe,30,ANTALL_DYR,1718,51540,Opprettholde kulturlandskapet
2024,Innlandet,3412,999555608,3412,12,1,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,125,DEKAR,1,125,Regionalt prioriterte kulturlandskap
2024,Innlandet,3412,999555608,3412,12,1,0,Biologisk mangfold,Soner for pollinerende insekter,Egen stripe - generell frøblanding,10,METER,35,350,Prioriterte naturverdier
2024,Innlandet,3412,999555608,3412,12,1,0,Avrenning til vann,Ingen jordarbeiding om høsten,Erosjonsklasse 1, prioriterte områder,182,DEKAR,149,27118,Avrenning
2024,Innlandet,3412,999555608,3412,12,1,0,Avrenning til vann,Ingen jordarbeiding om høsten,Erosjonsklasse 1, med dråg, prioriterte områder,212,DEKAR,50,10600,Avrenning
2024,Innlandet,3412,999555608,3412,12,1,0,Utslipp til luft,Spredning av all husdyrgjødsel om våren/i vekstsesongen,Nedmolding innen 2 timer i åpen åker,90,DEKAR,65,5850,Miljøvennlig spredning av husdyrgjødsel
2024,Nordland,1856,999555349,1856,9,42,0,Kulturlandskap,Beiting av verdifulle jordbrukslandskap i innmark, dyr,Beiting av verdifulle jordbrukslandskap i innmark, dyr,399,ANTALL_DYR,15,5985,Regionalt prioriterte kulturlandskap
2024,Nordland,1856,999555349,1856,9,42,0,Kulturlandskap,Beiting av verdifulle jordbrukslandskap i utmark,Småfe,299,ANTALL_DYR,268,24507,35221,Regionalt prioriterte kulturlandskap
2024,Nordland,1856,999555349,1856,9,42,0,Kulturlandskap,Beiting av verdifulle jordbrukslandskap i utmark,Hest/storfe,999,ANTALL_DYR,15,10492,64779,Regionalt prioriterte kulturlandskap
2024,Nordland,1856,999555349,1856,9,42,0,Kulturlandskap,Slått av verdifulle jordbrukslandskap,Slått av verdifulle jordbrukslandskap,349,DEKAR,28,9772,Regionalt prioriterte kulturlandskap
2024,Nordland,1856,999555349,1856,9,42,0,Kulturminner og kulturmiljøer,Skjøtsel av steingjerder,Skjøtsel av steingjerder,24,7,METER,786,19414,2,Nyere tids kulturminner
2024,Trøndelag,5006,999552579,5006,403,5,0,Avrenning til vann,Ingen jordarbeiding om høsten,Erosjonsklasse 1, prioriterte områder,106,DEKAR,23,2438,Avrenning
2024,Trøndelag,5006,999552579,5006,403,5,0,Avrenning til vann,Ingen jordarbeiding om høsten,Erosjonsklasse 2, prioriterte områder,116,DEKAR,35,4060,Avrenning
2024,Trøndelag,5006,999552579,5006,403,5,0,Avrenning til vann,Ingen jordarbeiding om høsten,Erosjonsklasse 3, prioriterte områder,280,DEKAR,12,3360,Avrenning
2024,Trøndelag,5006,999552579,5006,403,5,0,Avrenning til vann,Ingen jordarbeiding om høsten,Erosjonsklasse 1, med dråg, prioriterte områder,143,DEKAR,31,4433,Avrenning
2024,Trøndelag,5006,999552579,5006,403,5,0,Avrenning til vann,Ingen jordarbeiding om høsten,Erosjonsklasse 2, med dråg, prioriterte områder,180,DEKAR,25,4500,Avrenning
2024,Trøndelag,5027,999550037,5027,120,1,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,180,DEKAR,36,6480,Regionalt prioriterte kulturlandskap
2024,Trøndelag,5027,999550037,5027,120,1,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:3,232,DEKAR,2,464,Regionalt prioriterte kulturlandskap
2024,Trøndelag,5027,999550037,5027,120,1,0,Kulturlandskap,Slått av verdifulle jordbrukslandskap,Slått av verdifulle jordbrukslandskap,317,DEKAR,8,2536,Regionalt prioriterte kulturlandskap
2024,Trøndelag,5027,999550037,5027,120,1,0,Kulturminner og kulturmiljøer,Drift av seter,Levering til meieri, 6 uker eller mer,105000,ANDEL,2,52500,Setring
2024,Østfold Buskerud Oslo og Akershus,3226,999549829,3226,105,3,0,Biologisk mangfold,Skjøtsel av biologisk verdifulle arealer,Beiting,240,DEKAR,7,1680,Prioriterte naturverdier
2024,Østfold Buskerud Oslo og Akershus,3226,999549829,3226,105,3,0,Kulturminner og kulturmiljøer,Skjøtsel av trerekker,Skjøtsel av trerekker,20,METER,105,2100,Nyere tids kulturminner
2024,Østfold Buskerud Oslo og Akershus,3226,999549829,3226,105,3,0,Avrenning til vann,Ingen jordarbeiding om høsten,Erosjonsklasse 1, prioriterte områder,120,DEKAR,21,2520,Avrenning
2024,Østfold Buskerud Oslo og Akershus,3226,999549829,3226,105,3,0,Avrenning til vann,Ingen jordarbeiding om høsten,Erosjonsklasse 1, med dråg, prioriterte områder,120,DEKAR,48,5760,Avrenning
2024,Østfold Buskerud Oslo og Akershus,3226,999549829,3226,105,3,0,Avrenning til vann,Gras på arealer utsatt for flom og erosjon,Prioriterte områder,240,DEKAR,10,2400,Avrenning
2024,Østfold Buskerud Oslo og Akershus,3226,999549829,3226,105,3,0,Avrenning til vann,Ingen jordarbeiding på flomutsatte arealer,Prioriterte områder,120,DEKAR,22,2640,Avrenning
2024,Østfold Buskerud Oslo og Akershus,3226,999549829,3226,105,3,0,Avrenning til vann,Grasdekt kantsone i åker, korn m.m.,Prioriterte områder,21,METER,570,11970,Avrenning
2024,Møre og Romsdal,1578,999547079,1578,149,2,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,400,DEKAR,20,8000,Regionalt prioriterte kulturlandskap
2024,Møre og Romsdal,1578,999547079,1578,149,2,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:3,500,DEKAR,2,1000,Regionalt prioriterte kulturlandskap
2024,Møre og Romsdal,1578,999547079,1578,149,2,0,Kulturlandskap,Slått av verdifulle jordbrukslandskap,Slått av verdifulle jordbrukslandskap,120,DEKAR,130,15600,Regionalt prioriterte kulturlandskap
2024,Møre og Romsdal,1578,999547079,1578,149,2,0,Utslipp til luft,Nedlegging av husdyrgjødsel,Voksende kultur,85,DEKAR,495,42075,Miljøvennlig spredning av husdyrgjødsel
2024,Rogaland,1119,999543731,1119,111,3,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,181,DEKAR,25,4525,Regionalt prioriterte kulturlandskap
2024,Rogaland,1119,999543731,1119,111,3,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:3,181,DEKAR,4,724,Regionalt prioriterte kulturlandskap
2024,Rogaland,1119,999543731,1119,111,3,0,Kulturlandskap,Drift av bratt areal,Innmarksbeite 1:5,161,DEKAR,156,25116,Regionalt prioriterte kulturlandskap
2024,Rogaland,1119,999543731,1119,111,3,0,Kulturlandskap,Drift av bratt areal,Innmarksbeite 1:3,161,DEKAR,116,18676,Regionalt prioriterte kulturlandskap
2024,Rogaland,1119,999543731,1119,111,3,0,Biologisk mangfold,Beiting av kystlynghei,Svært viktig,70,DEKAR,560,39200,Utvalgte naturtyper
2024,Rogaland,1119,999543731,1119,111,3,0,Biologisk mangfold,Skjøtsel av biologisk verdifulle arealer,Beiting,300,DEKAR,33,9900,Prioriterte naturverdier
2024,Rogaland,1119,999543731,1119,111,3,0,Utslipp til luft,Nedlegging av husdyrgjødsel,Voksende kultur,81,DEKAR,321,26001,Miljøvennlig spredning av husdyrgjødsel
2024,Rogaland,1119,999543731,1119,111,3,0,Utslipp til luft,Spredning av husdyrgjødsel med tilførselsslange,Bruk av tilførselsslange,51,DEKAR,298,15198,Miljøvennlig spredning av husdyrgjødsel
2024,Vestland,4646,999543294,,,,,Kulturlandskap,Drift av beitelag,Småfe,30,ANTALL_DYR,1870,56100,Opprettholde kulturlandskapet
2024,Vestland,4646,999543294,,,,,Kulturlandskap,Drift av beitelag,Hest/storfe,35,ANTALL_DYR,292,10220,Opprettholde kulturlandskapet
2024,Vestland,4602,999542581,,,,,Kulturlandskap,Drift av beitelag,Småfe,30,ANTALL_DYR,801,24030,Opprettholde kulturlandskapet
2024,Vestland,4602,999542581,,,,,Kulturlandskap,Drift av beitelag,Hest/storfe,35,ANTALL_DYR,117,4095,Opprettholde kulturlandskapet
2024,Innlandet,3429,999541933,3429,134,34,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,125,DEKAR,4,500,Regionalt prioriterte kulturlandskap
2024,Innlandet,3429,999541933,3429,134,34,0,Utslipp til luft,Nedfelling av husdyrgjødsel,Voksende kultur,90,DEKAR,115,10350,Miljøvennlig spredning av husdyrgjødsel
2024,Innlandet,3429,999541933,3429,134,34,0,Utslipp til luft,Nedfelling av husdyrgjødsel,Ã…pen åker,90,DEKAR,10,900,Miljøvennlig spredning av husdyrgjødsel
2024,Vestland,4650,999538711,4650,12,39,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,464,DEKAR,15,6960,Regionalt prioriterte kulturlandskap
2024,Vestland,4650,999538711,4650,12,39,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:3,729,DEKAR,31,22599,Regionalt prioriterte kulturlandskap
2024,Vestland,4650,999538711,4650,12,39,0,Kulturminner og kulturmiljøer,Skjøtsel av automatisk fredete kulturminner,Slått,2000,DEKAR,2,4000,Automatisk fredede kulturminner
2024,Innlandet,3430,999538096,3430,130,1,0,Kulturlandskap,Beiting av verdifulle jordbrukslandskap i innmark, dekar,Beiting av verdifulle jordbrukslandskap i innmark, dekar,125,DEKAR,9,1125,Regionalt prioriterte kulturlandskap
2024,Innlandet,3430,999538096,3430,130,1,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,125,DEKAR,72,9000,Regionalt prioriterte kulturlandskap
2024,Innlandet,3430,999538096,3430,130,1,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:3,125,DEKAR,5,625,Regionalt prioriterte kulturlandskap
2024,Innlandet,3430,999538096,3430,130,1,0,Klimarådgivning,Klimarådgivning,To-til-en rådgiving,8000,ANTALL,1,8000,Klimarådgivning
2024,Innlandet,3430,999538096,3430,130,1,0,Kulturminner og kulturmiljøer,Skjøtsel av kulturhistoriske områder,Slått/rydding,150,DEKAR,55,8250,Nyere tids kulturminner
2024,Innlandet,3439,999537715,,,,,Kulturlandskap,Drift av beitelag,Småfe,32,ANTALL_DYR,2269,72608,Opprettholde kulturlandskapet
2024,Innlandet,3439,999537715,,,,,Kulturlandskap,Drift av beitelag,Hest/storfe,70,ANTALL_DYR,589,41230,Opprettholde kulturlandskapet
2024,Nordland,1827,999537243,,,,,Kulturlandskap,Drift av beitelag,Småfe,15,ANTALL_DYR,2679,40185,Opprettholde kulturlandskapet
2024,Nordland,1827,999537243,,,,,Kulturlandskap,Drift av beitelag,Hest/storfe,25,ANTALL_DYR,190,4750,Opprettholde kulturlandskapet
2024,Østfold Buskerud Oslo og Akershus,3310,999536239,3310,205,4,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,160,DEKAR,17,2720,Regionalt prioriterte kulturlandskap
2024,Østfold Buskerud Oslo og Akershus,3310,999536239,3310,205,4,0,Kulturminner og kulturmiljøer,Skjøtsel av enkeltstående automatisk fredete kulturminner,Slått,455,ANTALL,1,455,Automatisk fredede kulturminner
2024,Østfold Buskerud Oslo og Akershus,3310,999536239,3310,205,4,0,Avrenning til vann,Ingen jordarbeiding om høsten,Erosjonsklasse 1, prioriterte områder,120,DEKAR,131,15720,Avrenning
2024,Østfold Buskerud Oslo og Akershus,3310,999536239,3310,205,4,0,Avrenning til vann,Ingen jordarbeiding om høsten,Erosjonsklasse 2, prioriterte områder,120,DEKAR,17,2040,Avrenning
2024,Østfold Buskerud Oslo og Akershus,3310,999536239,3310,205,4,0,Avrenning til vann,Ingen jordarbeiding om høsten,Erosjonsklasse 1, med dråg, prioriterte områder,120,DEKAR,33,3960,Avrenning
2024,Østfold Buskerud Oslo og Akershus,3310,999536239,3310,205,4,0,Avrenning til vann,Ingen jordarbeiding om høsten,Erosjonsklasse 2, med dråg, prioriterte områder,210,DEKAR,5,1050,Avrenning
2024,Østfold Buskerud Oslo og Akershus,3310,999536239,3310,205,4,0,Avrenning til vann,Gras på arealer utsatt for flom og erosjon,Prioriterte områder,240,DEKAR,4,960,Avrenning
2024,Østfold Buskerud Oslo og Akershus,3310,999536239,3310,205,4,0,Avrenning til vann,Direktesådd høstkorn og høstoljevekster, direktesådd,Prioriterte områder,210,DEKAR,57,11970,Avrenning
2024,Trøndelag,5037,999536026,5037,76,2,0,Avrenning til vann,Ingen jordarbeiding om høsten,Erosjonsklasse 1, prioriterte områder,106,DEKAR,73,7738,Avrenning
2024,Trøndelag,5037,999536026,5037,76,2,0,Avrenning til vann,Ingen jordarbeiding om høsten,Erosjonsklasse 2, prioriterte områder,116,DEKAR,3,348,Avrenning
2024,Møre og Romsdal,1577,999535690,1577,240,1,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,400,DEKAR,11,4400,Regionalt prioriterte kulturlandskap
2024,Møre og Romsdal,1577,999535690,1577,240,1,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:3,500,DEKAR,1,500,Regionalt prioriterte kulturlandskap
2024,Møre og Romsdal,1577,999535690,1577,240,1,0,Klimarådgivning,Klimarådgivning,Grupperådgiving,2000,ANTALL,1,2000,Klimarådgivning
2024,Møre og Romsdal,1577,999535690,1577,240,1,0,Kulturminner og kulturmiljøer,Drift av seter,Levering til meieri, 6 uker eller mer,100000,ANDEL,7,14285,71,Setring
2024,Møre og Romsdal,1577,999535690,1577,240,1,0,Kulturminner og kulturmiljøer,Skjøtsel av enkeltstående automatisk fredete kulturminner,Beiting,1000,ANTALL,1,1000,Automatisk fredede kulturminner
2024,Møre og Romsdal,1577,999535690,1577,240,1,0,Utslipp til luft,Spredning av all husdyrgjødsel om våren/i vekstsesongen,Voksende kultur,70,DEKAR,141,9870,Miljøvennlig spredning av husdyrgjødsel
2024,Møre og Romsdal,1520,999533027,1520,28,6,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,400,DEKAR,7,2800,Regionalt prioriterte kulturlandskap
2024,Møre og Romsdal,1520,999533027,1520,28,6,0,Utslipp til luft,Spredning av all husdyrgjødsel om våren/i vekstsesongen,Voksende kultur,70,DEKAR,360,25200,Miljøvennlig spredning av husdyrgjødsel
2024,Rogaland,1160,999532381,1160,113,12,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,181,DEKAR,10,1810,Regionalt prioriterte kulturlandskap
2024,Rogaland,1160,999532381,1160,113,12,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:3,181,DEKAR,1,181,Regionalt prioriterte kulturlandskap
2024,Rogaland,1160,999532381,1160,113,12,0,Kulturlandskap,Drift av bratt areal,Innmarksbeite 1:5,161,DEKAR,151,24311,Regionalt prioriterte kulturlandskap
2024,Rogaland,1160,999532381,1160,113,12,0,Kulturlandskap,Drift av bratt areal,Innmarksbeite 1:3,161,DEKAR,97,15617,Regionalt prioriterte kulturlandskap
2024,Rogaland,1160,999532381,1160,113,12,0,Friluftsliv,Vedlikehold av turstier i jordbrukslandskapet,Høy tilrettelegging,9,METER,1641,14769,Turmuligheter og tilgjengelighet
2024,Rogaland,1160,999532381,1160,113,12,0,Utslipp til luft,Nedlegging av husdyrgjødsel,Voksende kultur,81,DEKAR,144,11664,Miljøvennlig spredning av husdyrgjødsel
2024,Rogaland,1160,999532381,1160,113,12,0,Utslipp til luft,Spredning av husdyrgjødsel med tilførselsslange,Bruk av tilførselsslange,51,DEKAR,144,7344,Miljøvennlig spredning av husdyrgjødsel
2024,Østfold Buskerud Oslo og Akershus,3118,999530982,3118,642,2,0,Avrenning til vann,Ingen jordarbeiding om høsten,Erosjonsklasse 1, prioriterte områder,120,DEKAR,282,33840,Avrenning
2024,Østfold Buskerud Oslo og Akershus,3118,999530982,3118,642,2,0,Avrenning til vann,Ingen jordarbeiding om høsten,Erosjonsklasse 2, prioriterte områder,120,DEKAR,61,7320,Avrenning
2024,Østfold Buskerud Oslo og Akershus,3118,999530982,3118,642,2,0,Avrenning til vann,Ingen jordarbeiding om høsten,Erosjonsklasse 3, prioriterte områder,210,DEKAR,183,38430,Avrenning
2024,Østfold Buskerud Oslo og Akershus,3118,999530982,3118,642,2,0,Avrenning til vann,Ingen jordarbeiding om høsten,Erosjonsklasse 2, med dråg, prioriterte områder,210,DEKAR,3,630,Avrenning
2024,Østfold Buskerud Oslo og Akershus,3118,999530982,3118,642,2,0,Avrenning til vann,Ingen jordarbeiding på flomutsatte arealer,Prioriterte områder,120,DEKAR,15,1800,Avrenning
2024,Vestland,4618,999530966,,,,,Kulturlandskap,Drift av beitelag,Småfe,30,ANTALL_DYR,3426,102780,Opprettholde kulturlandskapet
2024,Vestland,4618,999530966,,,,,Kulturlandskap,Drift av beitelag,Hest/storfe,35,ANTALL_DYR,68,2380,Opprettholde kulturlandskapet
2024,Innlandet,3228,999530524,3415,34,2,0,Avrenning til vann,Ingen jordarbeiding om høsten,Erosjonsklasse 1, prioriterte områder,120,DEKAR,202,24240,Avrenning
2024,Innlandet,3228,999530524,3415,34,2,0,Avrenning til vann,Ingen jordarbeiding om høsten,Erosjonsklasse 2, prioriterte områder,120,DEKAR,20,2400,Avrenning
2024,Innlandet,3228,999530524,3415,34,2,0,Avrenning til vann,Ingen jordarbeiding om høsten,Erosjonsklasse 1, med dråg, prioriterte områder,120,DEKAR,17,2040,Avrenning
2024,Innlandet,3415,999530524,3415,34,2,0,Avrenning til vann,Ingen jordarbeiding om høsten,Erosjonsklasse 1, prioriterte områder,182,DEKAR,424,77168,Avrenning
2024,Rogaland,1108,999530478,1108,102,40,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,181,DEKAR,5,905,Regionalt prioriterte kulturlandskap
2024,Rogaland,1108,999530478,1108,102,40,0,Kulturlandskap,Drift av bratt areal,Innmarksbeite 1:5,161,DEKAR,10,1610,Regionalt prioriterte kulturlandskap
2024,Rogaland,1108,999530478,1108,102,40,0,Kulturlandskap,Drift av bratt areal,Innmarksbeite 1:3,161,DEKAR,1,161,Regionalt prioriterte kulturlandskap
2024,Vestland,4644,999530214,,,,,Kulturlandskap,Drift av beitelag,Småfe,30,ANTALL_DYR,1645,49350,Opprettholde kulturlandskapet
2024,Vestland,4644,999530214,,,,,Kulturlandskap,Drift av beitelag,Hest/storfe,35,ANTALL_DYR,161,5635,Opprettholde kulturlandskapet
2024,Vestland,4649,999529127,4649,83,5,0,Kulturlandskap,Drift av bratt fruktareal,Overflatedyrka og fulldyrka 1:5,867,DEKAR,3,2601,Regionalt prioriterte kulturlandskap
2024,Østfold Buskerud Oslo og Akershus,3314,999528090,3314,41,1,0,Biologisk mangfold,Soner for pollinerende insekter,Egen stripe - generell frøblanding,10,METER,1863,18630,Prioriterte naturverdier
2024,Østfold Buskerud Oslo og Akershus,3314,999528090,3314,41,1,0,Avrenning til vann,Ingen jordarbeiding om høsten,Erosjonsklasse 1, prioriterte områder,120,DEKAR,94,11280,Avrenning
2024,Østfold Buskerud Oslo og Akershus,3314,999528090,3314,41,1,0,Avrenning til vann,Ingen jordarbeiding om høsten,Erosjonsklasse 2, prioriterte områder,120,DEKAR,64,7680,Avrenning
2024,Østfold Buskerud Oslo og Akershus,3314,999528090,3314,41,1,0,Avrenning til vann,Ingen jordarbeiding om høsten,Erosjonsklasse 1, med dråg, prioriterte områder,120,DEKAR,137,16440,Avrenning
2024,Østfold Buskerud Oslo og Akershus,3314,999528090,3314,41,1,0,Avrenning til vann,Ingen jordarbeiding om høsten,Erosjonsklasse 2, med dråg, prioriterte områder,210,DEKAR,177,37170,Avrenning
2024,Østfold Buskerud Oslo og Akershus,3314,999528090,3314,41,1,0,Avrenning til vann,Grasdekte vannveier i åker, korn m.m.,Prioriterte områder,35,METER,213,7455,Avrenning
2024,Østfold Buskerud Oslo og Akershus,3314,999528090,3314,41,1,0,Avrenning til vann,Grasdekt kantsone i åker, korn m.m.,Prioriterte områder,21,METER,1867,39207,Avrenning
2024,Østfold Buskerud Oslo og Akershus,3314,999528090,3314,41,1,0,Avrenning til vann,Direktesådd høstkorn og høstoljevekster, direktesådd,Prioriterte områder,210,DEKAR,125,26250,Avrenning
2024,Innlandet,3432,999523544,,,,,Kulturlandskap,Drift av beitelag,Småfe,32,ANTALL_DYR,2511,80352,Opprettholde kulturlandskapet
2024,Innlandet,3432,999523544,,,,,Kulturlandskap,Drift av beitelag,Hest/storfe,70,ANTALL_DYR,217,15190,Opprettholde kulturlandskapet
2024,Trøndelag,5059,999522955,5059,557,1,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,180,DEKAR,68,12240,Regionalt prioriterte kulturlandskap
2024,Trøndelag,5059,999522955,5059,557,1,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:3,232,DEKAR,2,464,Regionalt prioriterte kulturlandskap
2024,Trøndelag,5059,999522955,5059,557,1,0,Biologisk mangfold,Skjøtsel av biologisk verdifulle arealer,Beiting,137,DEKAR,200,27400,Prioriterte naturverdier
2024,Trøndelag,5059,999522955,5059,557,1,0,Klimarådgivning,Klimarådgivning,To-til-en rådgiving,8448,ANTALL,1,8448,Klimarådgivning
2024,Trøndelag,5059,999522955,5059,557,1,0,Avrenning til vann,Ingen jordarbeiding om høsten,Erosjonsklasse 1, andre områder,74,DEKAR,67,4958,Avrenning
2024,Trøndelag,5059,999522955,5059,557,1,0,Avrenning til vann,Ingen jordarbeiding om høsten,Erosjonsklasse 3, andre områder,259,DEKAR,32,8288,Avrenning
2024,Trøndelag,5059,999522955,5059,557,1,0,Avrenning til vann,Ingen jordarbeiding om høsten,Erosjonsklasse 1,med dråg, andre områder,111,DEKAR,122,13542,Avrenning
2024,Trøndelag,5059,999522955,5059,557,1,0,Utslipp til luft,Spredning av all husdyrgjødsel om våren/i vekstsesongen,Voksende kultur,21,DEKAR,580,12180,Miljøvennlig spredning av husdyrgjødsel
2024,Trøndelag,5059,999522955,5059,557,1,0,Utslipp til luft,Spredning av all husdyrgjødsel om våren/i vekstsesongen,Nedmolding innen 18 timer i åpen åker,21,DEKAR,209,4389,Miljøvennlig spredning av husdyrgjødsel
2024,Trøndelag,5059,999522955,5059,557,1,0,Utslipp til luft,Nedlegging av husdyrgjødsel,Voksende kultur,69,DEKAR,212,14628,Miljøvennlig spredning av husdyrgjødsel
2024,Trøndelag,5059,999522955,5059,557,1,0,Utslipp til luft,Nedlegging av husdyrgjødsel,Nedmolding innen 18 timer i åpen åker,69,DEKAR,166,11454,Miljøvennlig spredning av husdyrgjødsel
2024,Trøndelag,5059,999522955,5059,557,1,0,Utslipp til luft,Spredning av husdyrgjødsel med tilførselsslange,Bruk av tilførselsslange,59,DEKAR,378,22302,Miljøvennlig spredning av husdyrgjødsel
2024,Trøndelag,5032,999522416,5032,129,1,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,180,DEKAR,11,1980,Regionalt prioriterte kulturlandskap
2024,Trøndelag,5032,999522416,5032,129,1,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:3,232,DEKAR,5,1160,Regionalt prioriterte kulturlandskap
2024,Trøndelag,5032,999522416,5032,129,1,0,Biologisk mangfold,Skjøtsel av biologisk verdifulle arealer,Beiting,137,DEKAR,36,4932,Prioriterte naturverdier
2024,Trøndelag,5032,999522416,5032,129,1,0,Avrenning til vann,Ingen jordarbeiding om høsten,Erosjonsklasse 1, prioriterte områder,106,DEKAR,201,21306,Avrenning
2024,Trøndelag,5032,999522416,5032,129,1,0,Avrenning til vann,Ingen jordarbeiding om høsten,Erosjonsklasse 1, med dråg, prioriterte områder,143,DEKAR,21,3003,Avrenning
